public_id,creation_time,last_edit_time,author_id,author_name,active,type_id,type_name,label,summaries,externals,match_fields,fields
990,2019-06-22 01:34:37,2019-06-27 02:41:18,81,Angela Sanchez,True,4,locations,Locations,"[{'name': 'address', 'label': 'Address', 'labels': ['Street', 'Entrance'], 'fields': ['street', 'city'], 'values': ['Laura Creek', 'Georgechester']}]",[],,"[{'name': 'naming', 'value': 'MD', 'label': 'Naming', 'type': 'text'}, {'name': 'description', 'value': 'Agreement security majority difficult. Leg know positive sign tonight. Often break financial around.', 'label': 'Description', 'type': 'textarea'}, {'name': 'entrance', 'value': 'Reveal large eight conference often. Blue relate town line.', 'label': 'Entrance', 'type': 'text'}, {'name': 'person_in_charge', 'value': 641, 'label': 'Person in Charge', 'type': 'text'}, {'name': 'street', 'value': 'Laura Creek', 'label': 'Street', 'type': 'text'}, {'name': 'zip', 'value': '55914', 'label': 'ZIP', 'type': 'text'}, {'name': 'city', 'value': 'Georgechester', 'label': 'Entrance', 'type': 'text'}, {'name': 'map-lang', 'value': '7.962018', 'label': 'Latitude', 'type': 'text'}, {'name': 'map-long', 'value': '156.340326', 'label': 'Longitude', 'type': 'text'}]"
989,2019-06-22 18:46:00,2019-06-28 02:11:59,43,Amanda Lopez,True,4,locations,Locations,"[{'name': 'address', 'label': 'Address', 'labels': ['Street', 'Entrance'], 'fields': ['street', 'city'], 'values': ['Lane Springs', 'Liberg']}]",[],,"[{'name': 'naming', 'value': 'DDS', 'label': 'Naming', 'type': 'text'}, {'name': 'description', 'value': 'Discuss author it east management push. Someone crime note spring stage participant.', 'label': 'Description', 'type': 'textarea'}, {'name': 'entrance', 'value': 'Do boy fill like. Image show size who research cell. Why dream girl market person.', 'label': 'Entrance', 'type': 'text'}, {'name': 'person_in_charge', 'value': 381, 'label': 'Person in Charge', 'type': 'text'}, {'name': 'street', 'value': 'Lane Springs', 'label': 'Street', 'type': 'text'}, {'name': 'zip', 'value': '36065', 'label': 'ZIP', 'type': 'text'}, {'name': 'city', 'value': 'Liberg', 'label': 'Entrance', 'type': 'text'}, {'name': 'map-lang', 'value': '23.2050055', 'label': 'Latitude', 'type': 'text'}, {'name': 'map-long', 'value': '-103.263409', 'label': 'Longitude', 'type': 'text'}]"
988,2019-06-23 22:12:34,2019-06-04 16:42:17,36,Eric Sullivan,True,5,servers,Servers,"[{'name': 'hostname', 'label': 'Name', 'labels': ['Hostname'], 'fields': ['hostname'], 'values': ['desktop-26.harris.biz']}]","[{'name': 'ssh', 'href': 'ssh:/192.20.242.113/', 'label': 'SSH', 'icon': 'fas fa-ethernet', 'fields': ['ipv4']}]",,"[{'name': 'hostname', 'value': 'desktop-26.harris.biz', 'label': 'Hostname', 'type': 'text'}, {'name': 'ipv4', 'value': '192.20.242.113', 'label': 'IPv4 Public', 'type': 'text'}, {'name': 'ipv4_network_class', 'value': 'b', 'label': 'IPv4 Network Class', 'type': 'text'}, {'name': 'ipv4_intranet', 'value': '192.168.75.202', 'label': 'IPv4 Private', 'type': 'text'}, {'name': 'ipv6', 'value': '45c3:68da:9af6:5ddf:340f:2309:8d88:414d', 'label': 'IPv6', 'type': 'text'}]"
987,2019-06-07 09:35:14,2019-07-03 20:39:05,44,Ricky Barton,True,3,router,Router,"[{'name': 'management', 'label': 'Management', 'labels': ['Management IP', 'Hostname'], 'fields': ['management_ip', 'hostname'], 'values': ['192.0.1.165', 'laptop-54.curry.com']}]",,,"[{'name': 'management_ip', 'value': '192.0.1.165', 'label': 'Management IP', 'type': 'text'}, {'name': 'hostname', 'value': 'laptop-54.curry.com', 'label': 'Hostname', 'type': 'text'}, {'name': 'monitoring', 'value': True, 'label': 'Monitoring', 'type': 'text'}, {'name': 'os', 'value': 'American', 'label': 'Operating System', 'type': 'text'}, {'name': 'username', 'value': 'andrew75', 'label': 'Username', 'type': 'text'}, {'name': 'password', 'value': b'TDvUxGevFAom40K2lUdi7ovUijYkmQjYji70YZ6SJvcppkpt37QT5vKCQjfdO1Ts', 'label': 'Password', 'type': 'password'}, {'name': 'address', 'value': 967, 'label': 'Address', 'type': 'text'}, {'name': 'building', 'value': 'heart', 'label': 'Building', 'type': 'text'}, {'name': 'room', 'value': 'style', 'label': 'Room', 'type': 'text'}, {'name': 'rack', 'value': 'any', 'label': 'Rack', 'type': 'text'}, {'name': 'manufacturer', 'value': 'LisaInc', 'label': 'Manufacturer', 'type': 'text'}, {'name': 'supplier', 'value': 'SmithLLC', 'label': 'Supplier', 'type': 'text'}, {'name': 'model', 'value': 'upon', 'label': 'Model', 'type': 'text'}, {'name': 'serial_number', 'value': 6214, 'label': 'Serial Number', 'type': 'text'}, {'name': 'software_version', 'value': 0, 'label': 'Software Version', 'type': 'text'}]"
986,2019-06-13 13:02:47,2019-06-10 19:54:11,49,Elizabeth Brown,True,1,leased_lines,Leased Lines,"[{'name': 'connection_state', 'label': 'Connection State', 'labels': ['State'], 'fields': ['state'], 'values': [False]}, {'name': 'linedetails', 'label': 'Linedetails', 'labels': ['Product Name', 'Transfer Rate'], 'fields': ['product_name', 'transfer_rate'], 'values': ['Anderson Group', '420 Mbit/s']}, {'name': 'location_a', 'label': 'Location A', 'labels': ['Company Name A', 'ZIP A', 'City A'], 'fields': ['company_name_a', 'zip_a', 'city_a'], 'values': ['Brian Inc', '22954', 'Hensonburgh']}, {'name': 'location_b', 'label': 'Location B', 'labels': ['Company Name B', 'ZIP B', 'City B'], 'fields': ['company_name_b', 'zip_b', 'city_b'], 'values': ['Nathan Group', '97909', 'Vasquezstad']}]",[],,"[{'name': 'state', 'value': False, 'label': 'State', 'type': 'checkbox'}, {'name': 'product_name', 'value': 'Anderson Group', 'label': 'Product Name', 'type': 'text'}, {'name': 'transfer_rate', 'value': '420 Mbit/s', 'label': 'Transfer Rate', 'type': 'text'}, {'name': 'company_name_a', 'value': 'Brian Inc', 'label': 'Company Name A', 'type': 'text'}, {'name': 'street_a', 'value': 'Cassandra Plaza', 'label': 'Street A', 'type': 'text'}, {'name': 'zip_a', 'value': '22954', 'label': 'ZIP A', 'type': 'text'}, {'name': 'city_a', 'value': 'Hensonburgh', 'label': 'City A', 'type': 'text'}, {'name': 'location_details_a', 'value': 792, 'label': 'Location Details A', 'type': 'text'}, {'name': 'company_name_b', 'value': 'Nathan Group', 'label': 'Company Name B', 'type': 'text'}, {'name': 'street_b', 'value': 'Powell Island', 'label': 'Street B', 'type': 'text'}, {'name': 'zip_b', 'value': '97909', 'label': 'ZIP B', 'type': 'text'}, {'name': 'city_b', 'value': 'Vasquezstad', 'label': 'City B', 'type': 'text'}, {'name': 'location_details_b', 'value': 691, 'label': 'Location Details B', 'type': 'text'}]"
985,2019-06-22 04:17:17,2019-06-30 01:21:46,36,Eric Sullivan,True,5,servers,Servers,"[{'name': 'hostname', 'label': 'Name', 'labels': ['Hostname'], 'fields': ['hostname'], 'values': ['laptop-96.gallagher-spencer.info']}]","[{'name': 'ssh', 'href': 'ssh:/192.25.21.194/', 'label': 'SSH', 'icon': 'fas fa-ethernet', 'fields': ['ipv4']}]",,"[{'name': 'hostname', 'value': 'laptop-96.gallagher-spencer.info', 'label': 'Hostname', 'type': 'text'}, {'name': 'ipv4', 'value': '192.25.21.194', 'label': 'IPv4 Public', 'type': 'text'}, {'name': 'ipv4_network_class', 'value': 'b', 'label': 'IPv4 Network Class', 'type': 'text'}, {'name': 'ipv4_intranet', 'value': '10.87.98.68', 'label': 'IPv4 Private', 'type': 'text'}, {'name': 'ipv6', 'value': 'f404:b2aa:f558:cc6f:a056:9286:9f19:2fe2', 'label': 'IPv6', 'type': 'text'}]"
984,2019-06-25 21:37:12,2019-06-27 01:00:41,93,Jean Wright,True,3,router,Router,"[{'name': 'management', 'label': 'Management', 'labels': ['Management IP', 'Hostname'], 'fields': ['management_ip', 'hostname'], 'values': ['203.0.124.232', 'lt-60.hubbard.com']}]",,,"[{'name': 'management_ip', 'value': '203.0.124.232', 'label': 'Management IP', 'type': 'text'}, {'name': 'hostname', 'value': 'lt-60.hubbard.com', 'label': 'Hostname', 'type': 'text'}, {'name': 'monitoring', 'value': True, 'label': 'Monitoring', 'type': 'text'}, {'name': 'os', 'value': 'bank', 'label': 'Operating System', 'type': 'text'}, {'name': 'username', 'value': 'tracygill', 'label': 'Username', 'type': 'text'}, {'name': 'password', 'value': b'IofQARFVNLeIuXPgM9EPfDb65aBwSDhNfCjXOQuC1Z2oQM+L2G9e+nm+qNO0FHkh', 'label': 'Password', 'type': 'password'}, {'name': 'address', 'value': 84, 'label': 'Address', 'type': 'text'}, {'name': 'building', 'value': 'sport', 'label': 'Building', 'type': 'text'}, {'name': 'room', 'value': 'recognize', 'label': 'Room', 'type': 'text'}, {'name': 'rack', 'value': 'growth', 'label': 'Rack', 'type': 'text'}, {'name': 'manufacturer', 'value': 'KristinaLtd', 'label': 'Manufacturer', 'type': 'text'}, {'name': 'supplier', 'value': 'MercerGroup', 'label': 'Supplier', 'type': 'text'}, {'name': 'model', 'value': 'consider', 'label': 'Model', 'type': 'text'}, {'name': 'serial_number', 'value': 5, 'label': 'Serial Number', 'type': 'text'}, {'name': 'software_version', 'value': 618943, 'label': 'Software Version', 'type': 'text'}]"
983,2019-06-17 09:43:09,2019-06-04 16:39:24,91,Kathryn Jones,True,1,leased_lines,Leased Lines,"[{'name': 'connection_state', 'label': 'Connection State', 'labels': ['State'], 'fields': ['state'], 'values': [False]}, {'name': 'linedetails', 'label': 'Linedetails', 'labels': ['Product Name', 'Transfer Rate'], 'fields': ['product_name', 'transfer_rate'], 'values': ['Hughes LLC', '145 Mbit/s']}, {'name': 'location_a', 'label': 'Location A', 'labels': ['Company Name A', 'ZIP A', 'City A'], 'fields': ['company_name_a', 'zip_a', 'city_a'], 'values': ['Sydney Group', '26436', 'Emilyport']}, {'name': 'location_b', 'label': 'Location B', 'labels': ['Company Name B', 'ZIP B', 'City B'], 'fields': ['company_name_b', 'zip_b', 'city_b'], 'values': ['Jamie Ltd', '58695', 'Lake Vickieborough']}]",[],,"[{'name': 'state', 'value': False, 'label': 'State', 'type': 'checkbox'}, {'name': 'product_name', 'value': 'Hughes LLC', 'label': 'Product Name', 'type': 'text'}, {'name': 'transfer_rate', 'value': '145 Mbit/s', 'label': 'Transfer Rate', 'type': 'text'}, {'name': 'company_name_a', 'value': 'Sydney Group', 'label': 'Company Name A', 'type': 'text'}, {'name': 'street_a', 'value': 'Mccarthy Center', 'label': 'Street A', 'type': 'text'}, {'name': 'zip_a', 'value': '26436', 'label': 'ZIP A', 'type': 'text'}, {'name': 'city_a', 'value': 'Emilyport', 'label': 'City A', 'type': 'text'}, {'name': 'location_details_a', 'value': 163, 'label': 'Location Details A', 'type': 'text'}, {'name': 'company_name_b', 'value': 'Jamie Ltd', 'label': 'Company Name B', 'type': 'text'}, {'name': 'street_b', 'value': 'Alvarez Crescent', 'label': 'Street B', 'type': 'text'}, {'name': 'zip_b', 'value': '58695', 'label': 'ZIP B', 'type': 'text'}, {'name': 'city_b', 'value': 'Lake Vickieborough', 'label': 'City B', 'type': 'text'}, {'name': 'location_details_b', 'value': 317, 'label': 'Location Details B', 'type': 'text'}]"
982,2019-06-17 11:17:29,2019-06-07 05:08:12,49,Elizabeth Brown,True,5,servers,Servers,"[{'name': 'hostname', 'label': 'Name', 'labels': ['Hostname'], 'fields': ['hostname'], 'values': ['db-40.weaver.net']}]","[{'name': 'ssh', 'href': 'ssh:/192.170.154.252/', 'label': 'SSH', 'icon': 'fas fa-ethernet', 'fields': ['ipv4']}]",,"[{'name': 'hostname', 'value': 'db-40.weaver.net', 'label': 'Hostname', 'type': 'text'}, {'name': 'ipv4', 'value': '192.170.154.252', 'label': 'IPv4 Public', 'type': 'text'}, {'name': 'ipv4_network_class', 'value': 'b', 'label': 'IPv4 Network Class', 'type': 'text'}, {'name': 'ipv4_intranet', 'value': '172.21.189.17', 'label': 'IPv4 Private', 'type': 'text'}, {'name': 'ipv6', 'value': 'e980:e120:2993:4b4c:3680:a33e:32ea:f3df', 'label': 'IPv6', 'type': 'text'}]"
981,2019-06-19 16:12:36,2019-06-21 14:16:37,91,Kathryn Jones,True,4,locations,Locations,"[{'name': 'address', 'label': 'Address', 'labels': ['Street', 'Entrance'], 'fields': ['street', 'city'], 'values': ['Margaret Creek', 'Lake Melissahaven']}]",[],,"[{'name': 'naming', 'value': 'MD', 'label': 'Naming', 'type': 'text'}, {'name': 'description', 'value': 'Hot phone sell particularly capital treatment shoulder. Expert bit successful think.', 'label': 'Description', 'type': 'textarea'}, {'name': 'entrance', 'value': 'Speech discover food keep style course. President box involve station. Job add shake skin time.', 'label': 'Entrance', 'type': 'text'}, {'name': 'person_in_charge', 'value': 588, 'label': 'Person in Charge', 'type': 'text'}, {'name': 'street', 'value': 'Margaret Creek', 'label': 'Street', 'type': 'text'}, {'name': 'zip', 'value': '22204', 'label': 'ZIP', 'type': 'text'}, {'name': 'city', 'value': 'Lake Melissahaven', 'label': 'Entrance', 'type': 'text'}, {'name': 'map-lang', 'value': '7.687959', 'label': 'Latitude', 'type': 'text'}, {'name': 'map-long', 'value': '-168.379976', 'label': 'Longitude', 'type': 'text'}]"
